0.5792	0.2332	-1.1999	-0.5258	-0.2601	-0.2373	0.1676	-0.5694
-0.1134	-0.7188	-1.0385	-1.5907	1.4033	-2.1434	0.9635	-0.1634
1.9734	-0.6715	-2.1134	1.3682	0.7030	-0.8938	-0.0066	-3.6177
0.5040	-1.0903	0.2894	-2.2323	0.7144	-0.5003	-0.7036	1.5711
-1.2211	0.4000	-0.9278	-1.2446	-1.9854	1.5067	1.0163	0.9875
0.2781	-0.4221	-0.3405	-1.9784	0.0255	-0.8121	0.2497	1.3741
-0.4721	0.5357	-1.2511	-0.3023	-1.2899	0.1566	0.9683	-0.4652
-1.5837	-0.4183	-0.2632	-2.6527	-0.3649	-0.1979	1.3684	1.3159
0.7195	-0.3826	-0.6734	-1.0327	-1.6387	1.1691	0.4537	0.1420
-2.9845	0.1207	0.6461	-2.4899	0.6633	0.2869	0.9376	1.2161
0.4691	-1.1016	0.4178	-1.3827	-1.0090	0.1650	-0.3816	1.3080
0.0739	0.0559	-1.2185	-0.8222	-1.0482	-1.2164	1.0983	0.5914
0.4644	-0.7032	-0.1697	-1.2260	0.4733	-1.4259	0.0133	1.0668
-1.1653	0.4653	-0.4345	-0.0424	-1.6968	0.2340	1.2727	-0.3185
-0.3808	0.3933	-2.0931	0.2648	-0.4976	-0.5025	1.1116	-1.0802
-0.8249	-1.1429	0.1677	-2.1852	1.8493	-0.5111	0.0436	-0.0697
0.2525	-0.0892	0.1396	-0.9626	-0.8793	0.1705	-0.0893	0.5854
-0.9420	-1.1326	0.6139	-2.4491	0.0676	-0.6434	0.3873	1.6009
-0.2013	-0.1705	-0.9591	-1.5026	-0.4775	-0.6494	0.8579	0.6820
0.4549	-1.2390	1.3582	-2.4429	-0.0961	0.4883	-1.5089	2.0975
-0.7199	-0.6888	-0.6762	-1.8254	1.8534	-1.1028	0.4189	-0.6859
0.4232	-0.7035	-0.2311	-1.8368	-1.0266	-0.4185	0.4356	1.4941
-0.1021	-0.5481	0.2288	-1.7744	-0.0780	-0.1975	0.0276	0.6192
2.1660	-0.9106	-1.1327	-0.8761	1.6493	-0.2712	-0.8929	-2.4862
2.5101	-0.2396	-1.6771	-0.5008	0.4119	-1.3072	-0.4850	-0.7710
-1.8830	1.1331	-1.5298	-1.2929	-0.0243	0.0658	1.7985	-1.1688
-0.3136	0.6770	-1.3403	-0.1839	-1.5833	1.5490	0.5242	-0.9026
-0.9287	-0.0040	-0.7968	-1.2744	-1.8351	0.0162	1.2285	1.4543
-0.0571	-1.2506	-0.3265	-2.1162	0.2045	-0.8174	0.3797	1.3795
0.7199	-1.2833	0.8318	-2.3140	-0.5858	0.0553	-0.9543	2.0531
0.9601	0.4188	-1.6674	1.0079	-0.7595	0.1691	-0.1084	-1.5016
3.1316	-0.3403	-2.9298	1.2339	1.1340	-0.8109	-0.4203	-4.0935
0.3385	-0.3053	-1.9578	-0.6912	-1.2862	0.1882	0.9389	-0.1630
-0.4851	-0.5552	-1.2187	-2.1553	1.0987	0.0946	0.7292	-0.3179
0.3447	-1.1966	0.4102	-1.2582	1.7199	-0.7531	-1.3914	0.2930
0.2084	0.0216	-0.7680	-1.3006	-1.1765	0.1289	0.1094	0.7549
0.5721	0.3429	-1.5935	-0.7161	-0.4473	-1.0656	0.8181	0.2702
-1.2475	-0.7519	-0.5719	-2.2660	2.2347	-1.4491	0.5592	-0.0352
-0.9167	0.2057	-1.3198	-1.5960	-0.3345	0.7825	0.5828	-0.1816
-0.1343	-0.0889	0.6183	-1.8108	-0.4910	0.7264	-0.1167	0.7416
1.5952	0.1235	-2.1697	2.1354	-0.4636	-0.3382	0.9256	-2.9149
1.3581	-0.2450	-2.1380	0.4519	-1.4158	0.1707	1.0182	-1.5824
-0.7723	-1.0788	-0.6170	-1.8661	2.7809	-1.8118	0.0073	-0.1816
-0.1681	-0.5235	-0.1193	-1.9889	-0.7036	-0.8773	0.3423	2.0869
1.5897	0.3670	-2.4625	1.9072	-1.1704	-0.6254	0.6205	-2.3077
0.6156	-1.5517	0.8752	-2.7403	1.5545	-0.7905	-0.6517	1.0169
0.9751	0.0179	-1.3530	0.2951	-0.4609	-1.8616	0.7105	-0.8359
-0.5839	-0.9839	-0.2750	-1.9014	0.5348	-1.0795	0.7188	0.6787
-2.2858	0.1140	-1.1393	-1.9293	1.2910	-0.8481	1.8223	-0.8203
-2.2888	-0.4176	0.0401	-2.8763	1.3344	-0.5502	0.7158	0.9513
2.9376	-0.8672	-2.2852	0.7769	2.1349	-1.5278	-0.8437	-3.8236
0.5267	0.3960	-1.8414	-0.5663	-1.5887	1.4884	0.3354	-0.9825
-0.1976	-0.2960	-1.3747	-1.6642	0.2069	0.1725	0.9986	-0.7921
0.6364	0.3236	-1.4152	-0.7855	-0.2766	0.2591	0.1579	-0.4626
1.2227	-0.0726	-1.3042	0.2605	0.0827	-0.0364	0.4914	-2.0479
-0.1762	-1.0608	-0.7889	-2.0163	2.2743	-1.8076	0.4373	-0.0400
2.4199	-0.3787	-2.5327	2.0707	-0.1204	-1.3849	0.1805	-3.2957
1.1104	0.3291	-2.2221	0.2637	-0.2531	-0.2078	0.8662	-1.8114
